# Neutron Star
# 1:iter 2:time 3:x 4:y 5:z 6:vx 7:vy 8:vz
19 1.1875 -0.1416003041410712204 -30.93366074702627344 4.349197308115202865e-13 0.07178424844633884971 -0.003340348399592868271 4.523512535555918895e-13
20 1.25 -0.1370716703369238287 -30.93386988783930747 4.639678102561338908e-13 0.07245814086635826712 -0.003346253008558091723 4.647692711138168604e-13
21 1.3125 -0.1324992912239682796 -30.93407950201674694 4.937734179829470773e-13 0.07315806580728873021 -0.003353826839005985203 4.768897236290111864e-13
22 1.375 -0.1278816342800899175 -30.93428958617177216 5.243469042523502516e-13 0.07388251110205371064 -0.003361346480384770023 4.891757803104499808e-13
23 1.4375 -0.1232171154976803712 -30.93450020116640786 5.556921972117787144e-13 0.07463230051855269942 -0.003369839914161881951 5.0152468735085591e-13
24 1.5 -0.1185041736134581219 -30.93471139396639913 5.878205331342668647e-13 0.0754070701475559324 -0.003379084799843205637 5.140533747598096967e-13
25 1.5625 -0.1137412916028257559 -30.93492321684628266 6.207472715625746256e-13 0.07620611217011780125 -0.003389166078163017605 5.268278148529239738e-13
26 1.625 -0.1089269905069789462 -30.93513571721907951 6.544912511680831149e-13 0.0770288175335488573 -0.003400005964723906444 5.399036736881354245e-13
27 1.6875 -0.1040598685372166182 -30.93534895000410145 6.890714039225614613e-13 0.07787395151619720679 -0.003411724560359982467 5.532824440716528347e-13
28 1.75 -0.09913856420587800755 -30.9355629485580117 7.245339540051505686e-13 0.07874086930141771523 -0.003423976862550825919 5.674008013214265246e-13
29 1.8125 -0.09416171055316922833 -30.93577774714215067 7.60930967222998259e-13 0.07962965844334045362 -0.003436777346215724727 5.823522114855630466e-13
30 1.875 -0.08912792675886976879 -30.93599336388514587 7.982883764061084858e-13 0.08054054070879126948 -0.003449867887903271431 5.977185469297629219e-13
31 1.9375 -0.08403600331303502646 -30.93620981490811417 8.366285842479780272e-13 0.08147077513335582166 -0.003463216367465584301 6.134433254699132687e-13
32 2 -0.07888465632445275377 -30.93642705802258774 8.759500461889077489e-13 0.0824215518173163908 -0.003475889831586582816 6.291433910548752443e-13
33 2.0625 -0.0736725972808646018 -30.93664517256448931 9.162708159578247413e-13 0.08339294469741037608 -0.003489832670416921634 6.451323163026717785e-13
34 2.125 -0.06839877017177425911 -30.93686417354260243 9.576048578551660469e-13 0.0843812337454455802 -0.00350401564978699339 6.613446703574623021e-13
35 2.1875 -0.0630620237534125494 -30.93708409728612807 9.999688419998596693e-13 0.08538794269378738311 -0.003518779896400192012 6.778237463150989682e-13
36 2.25 -0.05766123806508390709 -30.93730497822419423 1.043361169002468586e-12 0.08641257101325827694 -0.003534095009062892048 6.942772320417429746e-13
37 2.3125 -0.05219531251921521314 -30.93752688168644482 1.087815400968855764e-12 0.08745480873389908927 -0.003550455396033145618 7.112677114621934245e-13
38 2.375 -0.04666327829210520362 -30.9377498446635073 1.133346406706487131e-12 0.0885125476337601802 -0.003567407633007649639 7.284960918021026906e-13
39 2.4375 -0.04106408746994764936 -30.93797387060144999 1.179962345499873618e-12 0.08958705315452088203 -0.003584415007082787132 7.45855020694183185e-13
40 2.5 -0.03539665779635958742 -30.93819881179189935 1.227674783836250556e-12 0.09067887477740899094 -0.003599059047175300063 7.633990133820298906e-13
41 2.5625 -0.02966012763062005758 -30.93842466529082813 1.276486453456335331e-12 0.0917844826518324497 -0.003613655982851370074 7.80986713921355602e-13
42 2.625 -0.02385399270863428761 -30.93865160171813855 1.326394796484428991e-12 0.09289815875177229176 -0.003630982836974166669 7.985334884494994661e-13
43 2.6875 -0.01797741391002546235 -30.93887963725888923 1.377420437151552238e-12 0.09402526077774120417 -0.003648568652015474201 8.164102506739704404e-13
44 2.75 -0.01202954341339883097 -30.93910877520933411 1.429573819251815419e-12 0.09516592794602610206 -0.003666207207123121925 8.344541136042102809e-13
45 2.8125 -0.00600963969940093018 -30.93933903425448406 1.482858775268247144e-12 0.09631845942396641269 -0.003684144722392171563 8.525592962629068973e-13
46 2.875 8.293868149887757835e-05 -30.93957042889139686 1.53727820476663763e-12 0.09748125409439692413 -0.003702314190611852643 8.707108719742483763e-13
47 2.9375 0.006248822751108602629 -30.93980298000733953 1.592867677802938793e-12 0.0986541451137556008 -0.003720817855091827601 8.894315685808172042e-13
48 3 0.01248860752891824133 -30.94003671010595724 1.649608063390936899e-12 0.09983655644495420534 -0.003739681577909426818 9.078461694079692907e-13
49 3.0625 0.01880285509497024721 -30.94027154047357797 1.707485675132688126e-12 0.1010279610568321218 -0.003757285881922416571 9.260417878680180083e-13
50 3.125 0.02519224823204847113 -30.94050753224432171 1.766486773685068618e-12 0.1022302901932515828 -0.003775868331878162471 9.440175768380888878e-13
51 3.1875 0.03165728976924599147 -30.94074461294218636 1.826663737853324009e-12 0.1034406645951602977 -0.003793291165827290552 9.628314266920890849e-13
52 3.25 0.0381985405287823751 -30.94098280949786073 1.888018055193086285e-12 0.1046600121525821381 -0.003811144890805936644 9.816690774361980296e-13
53 3.3125 0.04481643786302733773 -30.94122205865285125 1.950549660348641168e-12 0.1058863573479193743 -0.003827986479833096235 1.000505682488880557e-12
54 3.375 0.05151187459554943532 -30.94146257355478724 2.014327559245613549e-12 0.1071269877203535337 -0.003848238430949041562 1.020446382351557078e-12
55 3.4375 0.05828485122253232453 -30.94170422831965084 2.079303391722138835e-12 0.1083676260317261997 -0.003866476237806280511 1.039613319624403969e-12
56 3.5 0.06513578285879011165 -30.94194704858282563 2.145517134221913013e-12 0.1096149061801245522 -0.003885124210774580297 1.059419879996384432e-12
57 3.5625 0.07206546398742257054 -30.94219120310381044 2.213072906288521496e-12 0.1108748980581193144 -0.003906472335770120284 1.080892353065735919e-12
58 3.625 0.0790739492155398821 -30.9424365850915386 2.28195620532986914e-12 0.1121357636498769572 -0.003926111803659784044 1.10213278466156271e-12
59 3.6875 0.08616165035010069084 -30.94268316779545813 2.352198023304799645e-12 0.1134032181529728844 -0.003945323262716941663 1.123869087598889094e-12
60 3.75 0.09332890995454001803 -30.94293093116875326 2.423857367160809974e-12 0.1146761536710292628 -0.003964213972698379593 1.146549501696165462e-12
61 3.8125 0.1005761346849142479 -30.94317986120625363 2.496934724175484142e-12 0.1159555956859877612 -0.003982880600014545268 1.169237712234787302e-12
62 3.875 0.1079035991316285026 -30.9434299240008599 2.571516654636685816e-12 0.1172394311474281303 -0.004001004713682361318 1.193310887379225773e-12
63 3.9375 0.1153114689897259959 -30.94368108051400412 2.647607811166118971e-12 0.1185259177295600042 -0.004018504210301816759 1.217458504470932099e-12
64 4 0.1227998181421692536 -30.94393328786538078 2.725260767564315232e-12 0.1198135864390920957 -0.004035317622054003864 1.242447302371142991e-12
65 4.0625 0.1303686269576634915 -30.94418650148918459 2.804450898481469612e-12 0.1211009410479080284 -0.004051417980871345817 1.267042094674469673e-12
66 4.125 0.1380179529983614761 -30.94444067703354051 2.885149236473767788e-12 0.1223892166511677815 -0.004066808709708552225 1.291173407876773245e-12
67 4.1875 0.1457476574450704832 -30.94469575500514225 2.967333310076622866e-12 0.123675271147344043 -0.004081247545629398954 1.314945177645679238e-12
68 4.25 0.1535574379529180411 -30.94495167079132258 3.050977574275905766e-12 0.1249564881255607052 -0.004094652578872835791 1.338308227188526601e-12
69 4.3125 0.161446889155879264 -30.94520835686025961 3.136036355757223862e-12 0.1262312192473794004 -0.004106977102966320736 1.360940503701089334e-12
70 4.375 0.169415485617954692 -30.94546574392916582 3.222468884835959687e-12 0.1274975433932068469 -0.004118193102477962775 1.382920465259774005e-12
71 4.4375 0.1774625747685945054 -30.94572376110694378 3.310261024314019945e-12 0.128753426410237154 -0.004128274844419152143 1.404674231648962912e-12
72 4.5 0.1855873727530241157 -30.94598233832976319 3.399406068778855097e-12 0.1299967677508739872 -0.004137235565128700304 1.426320711437362842e-12
73 4.5625 0.1937889550587103271 -30.94624139820624009 3.489896126244916604e-12 0.1312253168909791878 -0.004144958023618272938 1.447840919456981681e-12
74 4.625 0.2020662634465841823 -30.94650086019714763 3.581707927287928771e-12 0.1324369342059815713 -0.004151391854545140314 1.468988816688193868e-12
75 4.6875 0.2104180160807534172 -30.94676063934396737 3.674815442093128841e-12 0.133628042146707815 -0.004156466349107089744 1.489720236883195462e-12
76 4.75 0.2188429013188349093 -30.94702063737911146 3.769021833056841223e-12 0.1347981638093039281 -0.004159968562301469275 1.50730225541939206e-12
77 4.8125 0.2273395276150959043 -30.947280737754987 3.864232837362019576e-12 0.135946020740175838 -0.00416160601399672217 1.523376068882857677e-12
78 4.875 0.2359064412113845433 -30.94754080999666712 3.960633083481073546e-12 0.1370706175406180005 -0.004161155866888999535 1.54240393790486636e-12
79 4.9375 0.2445421208714516625 -30.94780071659930698 4.058447879622441898e-12 0.1381708745610737421 -0.004158505642264128874 1.565036738261890797e-12
80 5 0.2532449917247802662 -30.94806030089992177 4.157894785729387692e-12 0.1392459336532573255 -0.004153348809815023482 1.591150497711132303e-12
81 5.0625 0.2620134419582432206 -30.94831937518642206 4.259126312818473563e-12 0.1402952037354074921 -0.00414518858399430274 1.619704433425375947e-12
82 5.125 0.2708459487134396437 -30.94857773530255685 4.362384664821730081e-12 0.1413201080831424927 -0.004133761858154454301 1.652133632052104504e-12
83 5.1875 0.279740593571714824 -30.94883521018941863 4.467989663456844441e-12 0.1423143177324024955 -0.00411959818978987341 1.68967997816183338e-12
84 5.25 0.28869555044069517 -30.94909163655216489 4.575978421161018785e-12 0.1432793099036855922 -0.004102821803955712318 1.727820123266788302e-12
85 5.3125 0.2977088351900826213 -30.94934685248251682 4.686017525837061184e-12 0.1442125559901991927 -0.004083454885655574303 1.760625674816679599e-12
86 5.375 0.3067783830468060469 -30.94960068628896721 4.79799998540747291e-12 0.1451127657075745314 -0.004061340903220635526 1.791719353126588418e-12
87 5.4375 0.3159020906363830816 -30.949852985971674 4.912003298854754263e-12 0.1459793214332324451 -0.004036794923297490345 1.824053015156496e-12
88 5.5 0.3250777470469234376 -30.9501035985098234 5.028131051335201687e-12 0.1468105025686454179 -0.004009800610380470122 1.858044039687156755e-12
89 5.5625 0.3343030314320835639 -30.9503523865953234 5.146809504473410193e-12 0.1476045501625621592 -0.003980609368010029105 1.898855250211342156e-12
90 5.625 0.343575544487620621 -30.95059922422872134 5.268539667942748963e-12 0.1483602088885933035 -0.003949402134342135801 1.947682615509422747e-12
91 5.6875 0.352892792648815512 -30.95084399260638008 5.393658291564102415e-12 0.1490759705791181722 -0.003916294042548617259 2.001897977941655222e-12
92 5.75 0.362252274513509942 -30.95108658078753194 5.522125327685614469e-12 0.1497517098351107689 -0.003881410898429557381 2.055472577944188839e-12
93 5.8125 0.3716515009374505851 -30.95132688198914295 5.653309647970504764e-12 0.1503876227830503176 -0.003844819225760431371 2.098949124558239062e-12
94 5.875 0.3810880287169423619 -30.95156478753348139 5.786037403924414998e-12 0.1509844444718685952 -0.003806488709443466012 2.123644095262562119e-12
95 5.9375 0.3905594431680743384 -30.95180019152817152 5.919002815542517847e-12 0.1515426312181117618 -0.003766463915036737629 2.127446585889641549e-12
96 6 0.4000634436574879715 -30.95203299343059911 6.05122877865415634e-12 0.15206400783061777 -0.00372483043883281139 2.115615409786210245e-12
97 6.0625 0.4095978862188826564 -30.95226309508810303 6.182462645006392035e-12 0.1525510809823152347 -0.003681626520059621578 2.099741861635771109e-12
98 6.125 0.4191607566608618884 -30.95249040398148566 6.313367871294739132e-12 0.1530059270716673525 -0.003636942294114507701 2.094483620613557591e-12
99 6.1875 0.428750279307973714 -30.95271482814045783 6.445347793776752442e-12 0.1534323623537894865 -0.003590786543554956578 2.111678759712206493e-12
100 6.25 0.4383649038116937402 -30.95293627630772804 6.580260652738250601e-12 0.1538339920595201971 -0.003543170676332657414 2.158605743383968131e-12
101 6.3125 0.4480033251504957903 -30.95315466048374731 6.719707811379375651e-12 0.1542147414208326073 -0.003494146816316801539 2.231154538258005648e-12
102 6.375 0.4576644314573372063 -30.95336989917576886 6.864684519678595229e-12 0.1545777009094626009 -0.003443819072332144054 2.319627332787510813e-12
103 6.4375 0.4673473051082310814 -30.95358191636404399 7.015321725316484862e-12 0.1549259784143018071 -0.003392275012421777734 2.410195290206232521e-12
104 6.5 0.4770511917958941694 -30.95379064594577656 7.170653270417066621e-12 0.1552621870026093254 -0.00333967330773574534 2.485304721609304096e-12
105 6.5625 0.486775488370251086 -30.95399603291855328 7.329276382108990895e-12 0.1555887451897108031 -0.003286191564426431313 2.537969787070795668e-12
106 6.625 0.4965197054778143215 -30.95419802988667612 7.489824343122822179e-12 0.155907473721012213 -0.003231951489953971326 2.568767376221312654e-12
107 6.6875 0.5062834526683819281 -30.95439659817445488 7.651199526900291635e-12 0.1562199550490815381 -0.003177092604459186981 2.582002940439517355e-12
108 6.75 0.5160664000636302484 -30.95459170771270152 7.812889904759745259e-12 0.1565271583239733755 -0.003121752611947280383 2.587046045751251922e-12
109 6.8125 0.5258682485442520704 -30.95478333169268481 7.974913080870844273e-12 0.1568295756899493187 -0.003065983679718574818 2.592370817777585028e-12
110 6.875 0.5356887021793940162 -30.95497144542056134 8.13765221375240984e-12 0.1571272581622711051 -0.003009819645998769617 2.603826126105050702e-12
111 6.9375 0.5455274695269649587 -30.95515602448053727 8.301539487884747525e-12 0.157420277561134192 -0.002953264959591878763 2.622196386117402149e-12
112 7 0.5553842726755864323 -30.95533703950569659 8.467250042518899298e-12 0.1577088503779437156 -0.002896240402545660446 2.651368874146426749e-12
113 7.0625 0.5652588189285164821 -30.95551445922869149 8.635874913466757693e-12 0.1579927400468812693 -0.002838715567939387695 2.69799793516574643e-12
114 7.125 0.575150813821417195 -30.95568825200355789 8.808254301077797166e-12 0.1582719182864113505 -0.002780684397874252922 2.758070201776639254e-12
115 7.1875 0.5850599307555591766 -30.95585838852774074 8.983347961828768097e-12 0.1585458709462713445 -0.002722184386901537172 2.801498572015535695e-12
116 7.25 0.594985839875762812 -30.95602484287045542 9.157509878410427045e-12 0.1588145459232580825 -0.002663269483417398786 2.78659066530654801e-12
117 7.3125 0.6049282099156625403 -30.95618759037365919 9.327426581975827375e-12 0.1590779206383951261 -0.002603960051263916938 2.718667257046404483e-12
118 7.375 0.6148867230574626142 -30.95634660761195178 9.496163391571268405e-12 0.1593362102688012094 -0.00254427581267475944 2.699788953527058903e-12
119 7.4375 0.6248610803161142035 -30.95650187136519094 9.676832774403751879e-12 0.1595897161384254304 -0.002484220051802712385 2.890710125319740425e-12
120 7.5 0.6348510064668843045 -30.95665335869104595 9.886295010217106656e-12 0.1598388184123217259 -0.002423797213676458576 3.351395773013671588e-12
121 7.5625 0.6448563268936889914 -30.95680104756329243 1.012884398043349313e-11 0.1600851268288749907 -0.002363021955956611051 3.880783523462173059e-12
122 7.625 0.6548768007117236056 -30.95694491647585167 1.037617423033868165e-11 0.1603275810885538555 -0.002301902600963628889 3.957283998483026854e-12
123 7.6875 0.6649122058210160668 -30.95708494410817835 1.056914027379586504e-11 0.1605664817486801843 -0.002240442117232268639 3.087456695314921274e-12
124 7.75 0.6749623379168908643 -30.95722111046557856 1.065429925615371356e-11 0.160802113533996538 -0.002178661718409872963 1.362543717725580325e-12
125 7.8125 0.6850270091020255192 -30.95735339739330527 1.064555849321277797e-11 0.1610347389621547831 -0.00211659084365544781 -1.398522070549599444e-13
126 7.875 0.6951060462912290738 -30.95748178784225146 1.067108388915115552e-11 0.1612645950272574291 -0.002054247183135220027 4.08406335014039511e-13
127 7.9375 0.7051992897829019169 -30.95760626615700417 1.095245484767122507e-11 0.161491895866765045 -0.001991653036031150632 4.501935336321107921e-12
128 8 0.7153065910439176944 -30.95772681830390027 1.16850855766338139e-11 0.1617168201762517188 -0.001928834350328795634 1.172209166340141961e-11
129 8.0625 0.7254278125503259567 -30.95784343085670542 1.28519192036883442e-11 0.1619395441025326954 -0.001865800844882506112 1.866933803287247839e-11
130 8.125 0.7355628271602457913 -30.95795609116949265 1.407047900098618818e-11 0.1621602337587181863 -0.001802565004602444407 1.949695675676549397e-11
131 8.1875 0.7457115113498077319 -30.95806478773572579 1.460414561217057534e-11 0.1623789470329906615 -0.001739145059716618036 8.538665778950220393e-12
132 8.25 0.755873748852121663 -30.95816950965648573 1.363260263967757497e-11 0.1625958000370235357 -0.001675550732132480552 -1.554468755988801877e-11
133 8.3125 0.7660494252540527294 -30.95827024475036993 1.075343202988293249e-11 0.1628108224308977836 -0.001611761502134613153 -4.606672975671428622e-11
134 8.375 0.7762384237307750068 -30.95836697896312728 6.530062108454620459e-12 0.1630239756275568552 -0.001547747404115761612 -6.757391874285299249e-11
135 8.4375 0.7864406261972817225 -30.95845969492626537 2.805464824440920823e-12 0.1632352394641075621 -0.001483455410224294698 -5.959355654421919417e-11
136 8.5 0.7966559220031359523 -30.95854837028731055 2.507354960551132438e-12 0.1634447328936676214 -0.001418805776708683243 -4.769757822236615776e-12
137 8.5625 0.8068841941435508369 -30.95863297335318975 8.861232352750846825e-12 0.1636523542466376546 -0.00135364905407134588 1.016620382751954302e-10
138 8.625 0.8171253250264178813 -30.95871346760985787 2.417444340536621636e-11 0.1638580941258733215 -0.001287908106675000799 2.450113768418458868e-10
139 8.6875 0.8273791982160849656 -30.95878981360164417 4.8584329962886442e-11 0.1640619710346740145 -0.001221535868594082665 3.905581849203235584e-10
140 8.75 0.8376456960657270301 -30.95886197599160283 7.925903509133416661e-11 0.1642639655942738364 -0.001154598239332804612 4.907952820551636972e-10
141 8.8125 0.847924697875876765 -30.95892992865999815 1.104812679095294448e-10 0.1644640289623962859 -0.001087242694314585192 4.995557250911244513e-10
142 8.875 0.8582160791778716824 -30.95899365695667527 1.347315047330706186e-10 0.1646621008319182344 -0.001019652746807697945 3.880037891766586249e-10
143 8.9375 0.8685197148583665427 -30.95905315720191098 1.446107974437537769e-10 0.1648581708879186536 -0.0009520039237704345896 1.580686833709303781e-10
144 9 0.8788354833246186937 -30.95910843117212963 1.350325234596692428e-10 0.1650522954600348036 -0.0008843835234976652263 -1.532523837453527267e-10
145 9.0625 0.8891632396542981098 -30.95915947196081319 1.050188914347849637e-10 0.1652441012748705473 -0.0008166526189563839359 -4.802181123981484656e-10
146 9.125 0.8995028243287505054 -30.95920625225524958 5.859191713859831508e-11 0.1654333547912381353 -0.0007484847109951004666 -7.428315887389862741e-10
147 9.1875 0.9098541415056915493 -30.95924872187430665 4.211803081266150467e-12 0.1656210748310565917 -0.0006795139049336930545 -8.700818249173146339e-10
148 9.25 0.9202171125904915483 -30.95928681299566776 -4.729650660540040417e-11 0.165807537356799789 -0.0006094579417938874406 -8.241329549866648741e-10
149 9.3125 0.9305916727991289106 -30.95932046403786586 -8.568072314810158885e-11 0.1659929633381985181 -0.0005384166751414997841 -6.141474646832189549e-10
150 9.375 0.9409777786067069494 -30.95934963740813828 -1.042454918528308663e-10 0.1661776929212494813 -0.000466773924339648847 -2.970362992756683874e-10
151 9.4375 0.951375392788911034 -30.95937430242116761 -1.018901507004020966e-10 0.1663618269152645213 -0.0003946402084743325534 3.768545843886040551e-11
152 9.5 0.9617844977595896294 -30.95939443424482462 -8.342257112996214489e-11 0.1665456795308577764 -0.0003221091785058950718 2.954812731270391756e-10
153 9.5625 0.9722050887872240033 -30.9594100097851026 -5.79497340140899417e-11 0.1667294564421498149 -0.0002492086444704881554 4.075653938539552511e-10
154 9.625 0.9826371762028980328 -30.95942101887387565 -3.589791779882022085e-11 0.1669133986507843059 -0.000176145420362029204 3.528290594443155336e-10
155 9.6875 0.9930807851451306512 -30.95942745793136908 -2.560220574078130087e-11 0.1670977430757216164 -0.0001030249198693345206 1.647313929286226938e-10
156 9.75 1.003535948152049162 -30.95942934002186675 -3.088651110989854248e-11 0.167282608110697506 -3.011344794224819592e-05 -8.454888590587584e-11
157 9.8125 1.014002720126627066 -30.95942664932899291 -5.041043061189449536e-11 0.1674683515932464117 4.30510859716793249e-05 -3.123827120319352461e-10
158 9.875 1.024481165592380005 -30.9594193606968382 -7.8990257349998176e-11 0.1676551274520460266 0.0001166181144563111557 -4.572772278096588384e-10
159 9.9375 1.034971369133615315 -30.95940746260692222 -1.103463972530864872e-10 0.1678432566597638786 0.0001903694386817761462 -5.01698238449412979e-10
160 10 1.045473421429957472 -30.95939095452015266 -1.400842996024827145e-10 0.1680328367414735125 0.0002641293883214779377 -4.7580643759033943e-10
161 10.0625 1.055987434092474198 -30.95936984226649002 -1.676410308568001301e-10 0.1682242026002686019 0.0003377960585959410497 -4.409077000690785988e-10
162 10.125 1.066513528788033849 -30.95934413598924806 -1.964538103814574864e-10 0.1684175151289550032 0.0004113004358815973861 -4.610044723945177e-10
163 10.1875 1.07705183741690691 -30.95931384715500556 -2.323442735740933308e-10 0.1686129380619694196 0.0004846213479014423219 -5.74247411082173614e-10
164 10.25 1.087602503640715756 -30.95927898970618486 -2.808474425630658511e-10 0.1688106595809397703 0.0005577191811166347423 -7.76050703823560531e-10
165 10.3125 1.098165678676889634 -30.9592395747443021 -3.445882938129093294e-10 0.1690108005787828716 0.0006306393901307913918 -1.019853619997495447e-09
166 10.375 1.108741518829292616 -30.95919561526660502 -4.217270493475585426e-10 0.1692134424384461877 0.000703351643136018354 -1.23422008855438741e-09
167 10.4375 1.119330180589430679 -30.95914711170836497 -5.059970196358928491e-10 0.1694185881622077006 0.0007760569318299375503 -1.348319524613348905e-09
168 10.5 1.129931827870430672 -30.95909407413940073 -5.88218804929707239e-10 0.1696263564960014125 0.0008486011034249753325 -1.315548564701031066e-09
169 10.5625 1.140546698231890366 -30.95903652259739403 -6.585860377067351576e-10 0.1698379257833534939 0.0009208246721272513079 -1.12587572443244711e-09
170 10.625 1.1511750516617405 -30.95897447165079441 -7.09053914481731139e-10 0.1700536548776008516 0.0009928151455974921526 -8.074860283999354958e-10
171 10.6875 1.161817062554736157 -30.95890793776567662 -7.349590377702011493e-10 0.1702721742879313993 0.001064542161894192415 -4.144819726155196477e-10
172 10.75 1.172472901522586541 -30.95883693671695269 -7.35386175164707585e-10 0.1704934234856060049 0.001136016779565109189 -6.834198312103617651e-12
173 10.8125 1.183142727758238921 -30.95876148477159617 -7.127378163295208307e-10 0.1707172197704385774 0.0012072311257127653 3.623737413629884816e-10
174 10.875 1.193826912724997413 -30.95868160060490837 -6.718597333091470326e-10 0.1709469594681345961 0.001278146667031875234 6.540493283259799426e-10
175 10.9375 1.204525443649712813 -30.95859730429291545 -6.1888910781480315e-10 0.1711764947954463045 0.001348740991909013875 8.475300079095023288e-10
176 11 1.215238356035736711 -30.95850860013617023 -5.605305481948490189e-10 0.1714065981763832347 0.001419266507935532367 9.337369539192663041e-10
177 11.0625 1.225965649053146533 -30.95841550432562173 -5.034318631711672786e-10 0.1716366882785581305 0.001489532968778135196 9.135789603789070184e-10
178 11.125 1.236707325562010684 -30.95831806106234296 -4.533642527893418277e-10 0.1718668241418261911 0.001559092212482306693 8.010817661092069043e-10
179 11.1875 1.247463516022617291 -30.95821623361004526 -4.152788223483058435e-10 0.1720990473697073253 0.001629239236749964893 6.09366887056575746e-10
180 11.25 1.258234009155337452 -30.95811001937221008 -3.925036144570281652e-10 0.1723278901235212046 0.001699427805358516086 3.644033262604430606e-10
181 11.3125 1.269018575657187231 -30.95799941421008938 -3.86221959771029717e-10 0.1725530640295948326 0.001769682593937939915 1.005064749759753772e-10
182 11.375 1.279816955254681865 -30.95788441020965109 -3.951505235201335458e-10 0.17277407355991381 0.001840064007007098656 -1.428570199856610538e-10
183 11.4375 1.290628860370552022 -30.95776498862560189 -4.156438227119664199e-10 0.1729904818539240163 0.001910745344788828065 -3.278927870693258305e-10
184 11.5 1.301453996743814345 -30.95764107502757412 -4.422186598906546598e-10 0.1732021819721981937 0.001982617568451767748 -4.251973948590118383e-10
185 11.5625 1.312292020207259657 -30.957512652904974 -4.68501431125403156e-10 0.1734083754151245771 0.002054753961616674184 -4.205243397559762491e-10
186 11.625 1.323142637765277296 -30.95737970608793432 -4.879201364814999035e-10 0.1736098809282838606 0.002127149072607444416 -3.106992856975480639e-10
187 11.6875 1.334005572009048013 -30.95724222640071588 -4.948085990911887987e-10 0.173806947900331521 0.002199674995468308466 -1.102154017550223225e-10
188 11.75 1.344880464544036869 -30.95710018457542745 -4.852936089770332216e-10 0.1739982805598210558 0.002272669204593825119 1.5223984182649006e-10
189 11.8125 1.355767054756023215 -30.95695361839383253 -4.579556454552682935e-10 0.1741854433917811307 0.002345058905517794119 4.374074163482390566e-10
190 11.875 1.36666509187547347 -30.95680249889559477 -4.129888791965029254e-10 0.1743685939112040173 0.002417911971795449252 7.194682601402463033e-10
191 11.9375 1.377574326938253435 -30.95664680544520309 -3.526533955153259673e-10 0.1745477610044808281 0.002491095206254949779 9.653677388988315365e-10
192 12 1.388494488759221657 -30.95648652005382928 -2.806553969528664624e-10 0.17472258913549088 0.002564566261961139741 1.151967976999352078e-09
193 12.0625 1.399425223127164664 -30.95632161862604548 -2.020553386963514086e-10 0.174891749887088277 0.002638422844545219859 1.257600932104240862e-09
